mpid,d_center,E_CO
mp-974370,17.338330964411078,-1.66505653
mp-1008555,15.455606290026914,-0.14503808
mp-867751,0.8008521808703706,-0.31549164
mp-754628,0.5059466419331162,-1.76430396
mp-873,14.68366303412952,-1.13521089
mp-864988,11.777582201237998,-1.55408866
mp-977383,3.490358032080167,-0.8793601
mp-7907,-3.573898831,-0.3497211
mp-21985,6.586487123774641,-0.48022584
mp-21092,8.821089346713762,-1.67370765
mp-30882,0.21118425272532812,-1.32182191
mp-1057,6.649858703236243,-0.5696754
mp-10905,4.9146344958051635,-1.26797767
mp-1018803,10.991220609920376,-1.71504265
mp-22236,8.714628639676262,0.00089791
mp-979259,18.098227438626893,-1.82481656
mp-15954,4.197167225906491,-1.04450696
mp-1025551,4.517094489195841,-0.00081034
mp-985296,3.056298002261508,-0.29461298
mp-505803,10.959729556921726,-1.70495409
mp-865170,17.879582954315506,-2.03781836
mp-29900,6.097157833450975,-0.07224198
mp-567929,7.322668881,0.01988325
mp-979980,5.2291663542808475,-1.16189225
mp-20174,9.422150017574827,-0.94726941
mp-15679,6.054188365012557,-0.08905436
mp-21418,5.248744296682006,-1.97685656
mp-1941,7.412698139635718,-0.07984137
mp-9835,7.474645300085116,-0.22495147
mp-364,9.485485674177763,-1.08079511
mp-22152,3.920709671930274,0.00457925
mp-1578,6.562384767361382,-1.30010474
mp-31253,5.741503783094506,-1.30490785
mp-2949,4.302116257530296,-0.29518409
mp-3332,2.4937390134274797,-0.85012386
mp-19962,6.171703872025583,0.023298720000008544
mp-16528,8.756331653644745,-1.78436628
mp-4728,1.6530369243142669,0.00906972
mp-389,4.789024407866366,-0.61727034
mp-12798,7.385649221928588,-1.73027647
mp-19983,8.116365309181425,-0.92851694
mp-31185,7.209252010011923,-2.05262339
mp-569250,7.763802427658794,-1.31132011
mp-1025397,6.864129028,-1.42992843
mp-1462,3.2373180028861896,-0.15599232
mp-861950,2.652249895245137,-0.42032048
mp-1356,4.477690267892161,-0.19103785
mp-22662,5.972151073076793,-1.48851103
mp-867792,10.129947750069524,-1.8767358
mp-1018812,9.735602693348016,-1.48721761
mp-21321,2.831249968169663,-1.80285603
mp-22171,3.989110575003534,-0.48310043
mp-864991,0.6326989401447264,-0.11299559
mp-21141,10.900516092195812,-0.6950156
mp-19824,3.343788497459217,-0.3052482
mp-7885,14.582441342846552,-0.00337128
mp-5676,4.750308318527836,-1.99558277
mp-865497,13.240006658219679,-1.69142917
mp-1072,7.557008696858131,-1.58554092
mp-510438,9.319958432573406,-0.94824331
mp-20516,7.3377616316753445,-1.26670433
mp-505571,8.713267461838639,-2.0239598
mp-22682,6.099101020058295,-0.88357868
mp-570325,-0.169287998,-0.0221394
mp-2593,8.554179260288631,-1.41640884
mp-2851,9.992747588207372,-1.21067984
mp-2211,6.381681309180304,-1.26001666
mp-982070,9.318758175525073,-1.81501056
mp-21883,6.901892048195708,-2.13176798
mp-866041,9.782104238284028,-1.91308783
mp-621348,5.2352346419692735,0.00849286
mp-34371,3.1525615386738153,-0.22775575
mp-11658,2.3715884585131914,0.20051597000000676
mp-30811,12.974864588252563,-2.02328712
mp-29110,9.844232008497626,-0.94034127
mp-20971,7.627576853459576,-0.94821024
mp-972828,11.719465522099489,0.013710850000004271
mp-20599,5.539898673739406,-0.69256965
mp-1017556,14.13409036,-0.81183388
mp-22795,3.2107183400995583,0.1270466499999987
mp-5782,0.5975286628082935,0.08447308
mp-975834,9.506228552330908,-1.69413728
mp-560848,1.904802877408846,-1.72836636
mp-24728,9.29829755,-0.70684024
mp-864955,15.569007573170026,-3.03571263
mp-865653,9.236627981,-2.11426359
mp-31485,4.0789094654996685,-1.1001415
mp-30069,8.651349520368216,-1.71794038
mp-22812,8.957563152375716,-0.02337289
mp-979115,4.426476691747968,-2.32357372
mp-867264,9.234918952399113,-0.92890682
mp-2567,8.454610826,-1.52487003
mp-15650,7.232124847181885,-0.27350469
mp-10744,6.617516237,0.9422592599999948
mp-7372,-2.581733926,-0.08658565
mp-188,5.924557214787464,-0.78365054
mp-1025510,1.9094551614429698,0.036595380000003175
mp-571060,6.9059270682736384,-0.50824039
mp-5014,1.5033266780909857,-0.64289017
mp-13872,4.560142298223882,-0.66655963
mp-10598,5.604240635518782,-0.8569595
mp-34169,-2.553371644,-0.37150518
mp-30866,6.929978066985567,-0.78958379
mp-13,13.079262361571743,-1.59026497
mp-1018085,18.853427895488963,-1.6919651
mp-10419,3.1820077233008206,-1.67129555
mp-978974,16.653688559852878,-0.95490368
mp-16317,6.9112263407308765,-0.86568144
mp-18695,9.638576265746911,-1.47830546
mp-2287,9.582827230577093,-1.50114231
mp-680754,1.8166363713360743,-0.38380799
mp-9374,12.101561835767823,-1.7093138
mp-7022,10.446591980261935,-1.66718647
mp-30660,2.1846158004884044,-0.11089473
mp-971788,9.513585893774199,-1.58580055
mp-865425,2.9520468724247877,-1.01479022
mp-861953,8.376017478099797,-0.47370852
mp-30551,5.934302210640407,-1.87355094
mp-29111,9.550558599557844,-0.59719089
mp-554462,9.307115809443902,1.6134177600000132
mp-12003,5.658818240169298,-0.19524923
mp-864968,16.38347309,-1.34161194
mp-862705,12.23826465724515,-0.35628246
mp-21131,4.2465659442718175,-0.33401884
mp-15896,3.5716978612306294,-0.74660085
mp-1139,18.078986663038762,-1.72473016
mp-3762,2.1873408300326074,-0.0092881
mp-15776,-4.082880258,-0.09528551
mp-30367,-1.26543138,-0.4616947
mp-1025212,5.636742308976789,-1.95386564
mp-31455,7.448145816,-1.3941043
mp-20191,8.845506055213832,-1.72632331
mp-1016108,3.3837258780937196,-0.86109777
mp-865506,11.604556688094918,-1.3743941
mp-1190,-2.936467133,-0.0223329
mp-1606,3.5826139405776396,-1.35751654
mp-20033,7.885664375454388,-2.13600464
mp-24161,9.353771626458139,-0.64419318
mp-2658,8.463965820274696,-0.598662
mp-862700,11.154777763390488,-1.5947609
mp-29617,9.913046849659175,-1.2892305
mp-4756,-2.44134366,-0.01217063
mp-1025500,1.666552300589204,-0.07397126
mp-1649,5.383242626298434,-1.05310869
mp-542640,3.9381542013070345,-0.45071502
mp-173,8.831938522405915,-1.93740274
mp-981215,4.452087729423199,-1.46342439
mp-1018074,18.622445332384455,-1.92261257
mp-606503,0.4886070720131885,-0.08684082
mp-30175,-1.002442565,-0.32642072
mp-865960,7.9523853633682355,-1.38747572
mp-15252,2.9715114753230347,-0.44796684
mp-284,9.858392145,-0.02007644
mp-31172,-1.491087272,-0.86717486
mp-30336,9.211749594844932,-0.32189431
mp-5491,4.159572489410221,-1.68354236
mp-10519,4.202883685514926,-0.04377532
mp-2824,4.547575838273788,-1.08709339
mp-865193,8.183621393280887,-1.48259967
mp-30485,-4.820533688,-0.6658579
mp-2199,7.971659250578775,-1.93046927
mp-20565,6.105134541538427,-1.66660215
mp-815,7.042336867277691,-1.70400934
mp-351,8.161972079,-0.10748357
mp-548,6.899716337164851,-1.70160406
mp-2213,12.468881625022329,-1.64314451
mp-1025346,3.334546794823517,-0.89433401
mp-5056,2.227875477443257,0.12792176000000133
mp-5125,0.3540498416973574,-0.15680215
mp-2513,3.279674328614495,-0.92850011
mp-7364,1.733851995790871,-0.08589589
mp-24289,6.746725533844642,-0.86863534
mp-21845,3.758894342702502,-1.34873059
mp-644280,5.917711996621929,-1.18982517
mp-1185,7.096888194027729,-0.9451076
mp-690760,7.004146469904048,-1.20246925
mp-649774,3.8932553158947303,-0.02427829
mp-865355,3.891880674905129,0.1441919400000078
mp-982725,8.775730066277934,-1.81781074
mp-2006,7.045050533477087,-1.09797564
mp-984873,9.639225912074078,-0.29764747
mp-427,8.791117598169249,-1.83498994
mp-2444,7.096472833270942,-0.86334155
mp-1030,6.597463014016258,-1.45309157
mp-3595,-2.937635835,0.16061174
mp-2592,11.583959221486689,-0.64030765
mp-697096,-0.922763402,-0.29274322
mp-864839,3.5834780535462873,-1.91508077
mp-571053,10.503231366668983,0.10609881000000065
mp-865652,12.305141749342548,-3.32670492
mp-6498,3.4703561477340994,-0.02181031
mp-977427,5.402018624188058,-0.13224263
mp-74,10.90604651833443,-1.26537442
mp-12550,6.507409715986219,-1.04371717
mp-507,9.425197387837262,-1.1211113
mp-10846,4.881799221062529,-0.28518136
mp-22811,4.927595026465881,-0.0137011
mp-1368,2.645417010112839,-0.81635637
mp-12614,0.024381324550938138,-0.6692357
mp-19955,8.552706813218405,-0.71089646
mp-1487,9.669745285360534,-0.68617217
mp-568655,4.706287368495641,-0.07583797
mp-20846,5.883939928,-0.91197712
mp-19895,6.684459974846893,-1.07676474
mp-849059,7.503929703220838,-0.64950725
mp-864661,3.894202381620934,-1.50528095
mp-2000,2.4596966868949406,-0.42086228
mp-11514,6.070014743446687,-1.01983807
mp-1025218,5.921241293809729,-1.26617432
mp-674493,4.874461639159205,-0.00355579
mp-129,12.385828503045584,-1.35166862
mp-2083,8.188560162,-1.33824495
mp-29091,3.9316648912548557,-1.24827588
mp-1017985,3.8152500110824334,0.2942497700000022
mp-20997,9.875120582395594,0.02838391
mp-867753,9.074624100118523,-1.54777809
mp-21233,9.013841149328579,-1.07029036
mp-568424,0.5869033067576783,-0.49873135
mp-49,9.127785927961915,-1.82893681
mp-867319,15.30069807,-1.69740889
mp-20473,5.995619983274456,-2.34208175
mp-976,10.639024552139498,-1.37011295
mp-27904,7.829816690415943,-1.99885603
mp-669918,17.294588415299792,-1.58848493
mp-1483,8.336679046,-1.19712332
mp-553946,5.692781751860053,-1.61600164
mp-540538,7.6857005323914365,-1.57366951
mp-5318,6.480574092038386,-1.71387795
mp-1018062,17.24192787233745,-0.25906087
mp-1804,7.158995329620387,-1.6703903
mp-10886,4.399327235658964,-0.67457792
mp-2682,6.399988148635712,-1.59679535
mp-2831,4.943164635576841,-1.6087586
mp-8257,-3.946735925,-0.09349189
mp-980200,0.21729675365994372,-0.28235625
mp-3702,5.491387248668964,-1.99088308
mp-771,9.019674839799807,-0.53343329
mp-30592,8.887986058,-0.44036484
mp-1018804,7.061558307939897,-1.35006013
mp-20723,2.5108035082676703,-0.31152944
mp-981368,4.634181629269198,-1.41229667
mp-865656,13.942649784391264,-1.9381468
mp-1247,6.581677282604126,-1.46427177
mp-601285,6.22513284,-1.83438169
mp-1963,7.779189000207271,-1.68207973
mp-2294,6.542111181704812,0.14133984999998894
mp-1233,6.074681989134531,-0.67913754
mp-11388,8.369676565756858,-1.67858857
mp-976082,13.760006585442646,-1.47039911
mp-30380,3.263254935,0.020539
mp-10876,2.6551450664501304,-0.39063136
mp-522,5.400452491,-0.65135311
mp-1009834,8.875847914072608,-2.22120124
mp-1585,6.283915858,-1.47289149
mp-9998,7.770114234285843,-1.2426569
mp-5778,8.129733487,-0.3791742
mp-1418,7.425684659716785,-1.81024966
mp-380,-3.905908786,-0.0385779
mp-317,8.887503895,-1.56948328
mp-34982,1.1451335551022537,-0.10308471
mp-1025340,1.353350288741074,-2.05532106
mp-669720,10.334214588950184,-1.43251342
mp-1025229,7.221994937810867,0.13349288000000037
mp-21117,5.134700637208322,0.6790601299999981
mp-7577,8.716682399311344,-0.2947115
mp-542496,-0.616457085,-0.24953797
mp-372,6.8324534790355855,-0.77385215
mp-1025044,12.714243724611386,-0.35244744
mp-569558,3.069585068623915,-0.11590417
mp-16564,0.9200561387522894,-0.01322501
mp-1017983,16.042199552177124,-1.66271634
mp-1018179,3.1303032835146998,-0.0543067
mp-580234,6.386942761306933,-1.55025638
mp-610,5.424613681124364,-1.51349049
mp-875,9.420374051194873,-0.93541233
mp-10394,6.419856121976528,-1.83610204
mp-641526,10.05806159198456,-2.33574641
mp-9040,-0.134992782,-0.29471324
mp-10201,8.129523757633732,-1.62283474
mp-863724,5.836601588292164,-0.89197119
mp-31160,-1.956280442,-0.33836813
mp-2678,7.9094220064296765,-0.61135716
mp-3345,3.7683810746728157,0.014990620000000732
mp-30379,0.9451911413543442,0.32382216999999436
mp-2260,7.5568063189699854,-1.66152888
mp-34467,-2.198176487,-0.04158716
mp-867317,7.63374951,-0.33020375
mp-971751,6.945795178893624,-1.12962607
mp-640159,10.303431622028423,-0.34563724
mp-15649,4.7843449296398735,-1.49381875
mp-2379,8.062165742021195,-1.32781471
mp-22790,6.326614267807883,-1.94655984
mp-13464,7.565905374624008,-0.06482601
mp-11513,7.5484713940374935,-1.17812007
mp-977110,5.233648195,-1.2324102
mp-16358,4.8057471123246955,0.5404787600000223
mp-31337,5.737115671239783,-1.20111571
mp-865730,4.915098312181131,-1.28040974
mp-16608,8.472133671003359,-2.60344669
mp-845,5.997881497583566,-0.66986142
mp-22612,1.8649449697806906,0.00036453
mp-21318,7.572033986916856,-1.21392325
mp-867306,7.4748515001651805,0.020300049999997682
mp-2776,0.5005713711813047,0.02633607
mp-11190,10.486704663594601,-0.37599099
mp-755,7.360573371514679,-1.43064253
mp-31277,8.017621481818043,-1.25307144
mp-22239,5.206116367980189,-1.56575757
mp-542106,5.395480069612259,-0.41844409
mp-146,13.432777989212916,-0.90891387
mp-1235,9.613513377242503,-1.6514322
mp-29570,0.18564479088446575,0.03364639
mp-865342,2.3959887183631405,-1.43165642
mp-571103,1.0112374016549492,0.00716137
mp-972048,-0.202925387,-1.96828619
mp-30662,2.6819230740432376,-0.88008369
mp-1025067,8.034103205087405,-2.08709717
mp-22469,13.316081073548029,-1.97952097
mp-20757,5.743190552166528,-0.14304168
mp-4842,-0.998166931,1.0186941399999885
mp-862695,14.091201143514139,0.02598241
mp-1393,4.488406129388284,0.10837770000000013
mp-2291,7.471288560898394,-1.09429762
mp-16960,6.611169094842067,-1.83439611
mp-952,6.836286473851071,-1.27693312
mp-1851,5.940201358284849,-1.08253141
mp-864989,11.316800618113122,-2.3015753
mp-627439,6.382808656227147,-0.84628679
mp-604908,6.572495237,-2.13629486
mp-636368,5.489458143764771,-2.21454194
mp-972396,9.637242071872375,-1.67303996
mp-15805,4.300323008339067,-1.97600609
mp-1380,0.7880291895529647,-1.13105852
mp-22631,5.713418676627778,-1.73650173
mp-4441,2.356121264305357,-0.96627075
mp-75,11.305074974368084,-1.04285313
mp-862798,10.063942033195344,-0.74831812
mp-16522,3.5814633567405387,-0.53618129
mp-10711,10.484260106884816,-0.25140837
mp-5190,-2.78544576,-0.00551265
mp-672371,9.655442317,-0.01587776
mp-21342,8.838461065511146,-2.15693492
mp-2668,15.930823543817937,-1.70465869
mp-101,15.069987186126655,-2.15277357
mp-2018,6.718585425384028,-0.44281571
mp-11958,4.302154526365562,0.06710771
mp-1025222,2.2854948699455093,-1.12068406
mp-542454,8.121710121923087,-1.16755418
mp-12524,10.900532679566984,-0.27102352
mp-21012,8.696617090931394,-1.55151776
mp-1648,9.053799303411408,-0.24543405
mp-1007664,5.731570119377044,-1.46357371
mp-9398,10.219168415816496,-1.28024828
mp-19876,14.323934013754481,-1.40066646
mp-10883,7.376053708971856,-1.74174927
mp-10032,5.874663319155242,0.10101168999998755
mp-20838,6.028219673362734,-0.46306066
mp-10824,-0.943426049,-0.61088882
mp-973839,5.320598802088435,-0.85862444
mp-604647,8.380712089134644,0.14999637000000554
mp-30352,-1.623239897,-0.01228766
mp-8939,10.151606670252079,0.09068973
mp-10849,2.4523111391909875,-0.83674438
mp-2409,11.586972105917301,-1.53741752
mp-505510,5.276091585728634,-0.92400359
mp-865729,2.320501976010157,-0.3987323
mp-862791,8.220260380521294,-1.11185261
mp-20868,6.7257104510751855,-0.60192237
mp-15659,6.653976945729471,-1.67456105
mp-2008,6.139498654410113,-1.44683537
mp-22079,5.6983603794062025,-0.88451686
mp-865989,14.703432833484353,0.04971216
mp-5910,3.000157849018278,-0.39312774
mp-1068,4.119772480617733,-0.08420686
mp-20738,9.265687877135909,-0.7581957
mp-20791,11.618678754036326,-2.17637944
mp-5486,3.6406143267285898,-0.54514092
mp-632686,10.269245474421263,-1.93930331
mp-766,5.699170049889592,-1.4312556
mp-550,7.5273839209732785,-0.31022914
mp-10281,-1.795476717,-0.04481719
mp-977361,17.971311014309254,-1.81309568
mp-862589,7.909699009744302,-0.08837306
mp-4152,0.844534589,-0.00249262
mp-2793,8.070642591317249,-0.01232726
mp-30418,3.5413777848400905,0.22055398000000004
mp-11809,10.714870710546288,-1.2620028
